0, 9.9999999%
1, 9.8024872%
2, 9.6115108%
3, 9.4267516%
4, 9.2479109%
5, 9.0747088%
6, 8.9068827%
7, 8.7441861%
8, 8.5863875%
9, 8.433269%
10, 8.2846253%
11, 8.1402631%
12, 8.0000001%
13, 7.8636642%
14, 7.7310926%
15, 7.6021316%
16, 7.4766357%
17, 7.354467%
18, 7.2354951%
19, 7.1195959%
20, 7.0066521%
21, 6.8965519%
22, 6.7891894%
23, 6.6844636%
24, 6.5822787%
25, 6.4825432%
26, 6.3851701%
27, 6.2900765%
28, 6.1971833%
29, 6.1064149%
30, 6.0176993%
31, 5.9309676%
32, 5.846154%
33, 5.7631956%
34, 5.6820322%
35, 5.6026061%
36, 5.5248621%
37, 5.4487474%
38, 5.3742112%
39, 5.301205%
40, 5.2296822%
41, 5.1595979%
42, 5.0909093%
43, 5.023575%
44, 4.9575554%
45, 4.8928123%
46, 4.8293091%
47, 4.7670105%
48, 4.7058826%
49, 4.6458925%
50, 4.587009%
51, 4.5292016%
52, 4.4724411%
53, 4.4166994%
54, 4.3619492%
55, 4.3081642%
56, 4.2553193%
57, 4.20339%
58, 4.1523527%
59, 4.1021846%
60, 4.0528636%
61, 4.0043686%
62, 3.9566789%
63, 3.9097746%
64, 3.8636365%
65, 3.818246%
66, 3.7735851%
67, 3.7296362%
68, 3.6863826%
69, 3.6438078%
70, 3.6018959%
71, 3.5606317%
72, 3.5200002%
73, 3.4799869%
74, 3.440578%
75, 3.4017597%
76, 3.3635189%
77, 3.3258429%
78, 3.2887191%
79, 3.2521356%
80, 3.2160806%
81, 3.1805427%
82, 3.145511%
83, 3.1109746%
84, 3.0769232%
85, 3.0433466%
86, 3.0102349%
87, 2.9775786%
88, 2.9453683%
89, 2.913595%
90, 2.8822497%
91, 2.851324%
92, 2.8208094%
93, 2.7906978%
94, 2.7609813%
95, 2.7316522%
96, 2.7027028%
97, 2.674126%
98, 2.6459145%
99, 2.6180614%
100, 2.5905599%
101, 2.5634034%
102, 2.5365855%
103, 2.5100998%
104, 2.4839402%
105, 2.4581007%
106, 2.4325755%
107, 2.4073589%
108, 2.3824453%
109, 2.3578292%
110, 2.3335055%
111, 2.3094689%
112, 2.2857144%
113, 2.262237%
114, 2.2390319%
115, 2.2160944%
116, 2.1934198%
117, 2.1710038%
118, 2.1488419%
119, 2.1269298%
120, 2.1052632%
121, 2.0838382%
122, 2.0626507%
123, 2.0416967%
124, 2.0209724%
125, 2.0004741%
126, 1.9801981%
127, 1.9601408%
128, 1.9402986%
129, 1.9206681%
130, 1.901246%
131, 1.882029%
132, 1.8630138%
133, 1.8441972%
134, 1.8255762%
135, 1.8071477%
136, 1.7889088%
137, 1.7708566%
138, 1.7529881%
139, 1.7353007%
140, 1.7177915%
141, 1.7004579%
142, 1.6832972%
143, 1.666307%
144, 1.6494846%
145, 1.6328276%
146, 1.6163335%
147, 1.6000001%
148, 1.5838248%
149, 1.5678055%
150, 1.55194%
151, 1.5362259%
152, 1.5206612%
153, 1.5052437%
154, 1.4899714%
155, 1.4748422%
156, 1.4598541%
157, 1.4450051%
158, 1.4302933%
159, 1.4157169%
160, 1.4012739%
161, 1.3869626%
162, 1.3727811%
163, 1.3587277%
164, 1.3448007%
165, 1.3309983%
166, 1.3173189%
167, 1.3037609%
168, 1.2903226%
169, 1.2770025%
170, 1.263799%
171, 1.2507107%
172, 1.2377359%
173, 1.2248732%
174, 1.2121212%
175, 1.1994785%
176, 1.1869436%
177, 1.1745153%
178, 1.162192%
179, 1.1499726%
180, 1.1378556%
181, 1.1258399%
182, 1.1139241%
183, 1.102107%
184, 1.0903874%
185, 1.0787641%
186, 1.0672359%
187, 1.0558016%
188, 1.0444601%
189, 1.0332103%
190, 1.0220511%
191, 1.0109814%
192, 1%
193, 0.989106%
194, 0.9782983%
195, 0.9675759%
196, 0.9569378%
197, 0.946383%
198, 0.9359105%
199, 0.9255193%
200, 0.9152086%
201, 0.9049774%
202, 0.8948247%
203, 0.8847497%
204, 0.8747515%
205, 0.8648292%
206, 0.8549819%
207, 0.8452088%
208, 0.8355091%
209, 0.825882%
210, 0.8163265%
211, 0.806842%
212, 0.7974276%
213, 0.7880826%
214, 0.7788062%
215, 0.7695977%
216, 0.7604563%
217, 0.7513812%
218, 0.7423718%
219, 0.7334273%
220, 0.7245471%
221, 0.7157305%
222, 0.7069767%
223, 0.6982852%
224, 0.6896552%
225, 0.681086%
226, 0.6725772%
227, 0.6641279%
228, 0.6557377%
229, 0.6474058%
230, 0.6391317%
231, 0.6309148%
232, 0.6227545%
233, 0.6146501%
234, 0.6066012%
235, 0.5986072%
236, 0.5906674%
237, 0.5827814%
238, 0.5749486%
239, 0.5671685%
240, 0.5594405%
241, 0.5517642%
242, 0.5441389%
243, 0.5365642%
244, 0.5290396%
245, 0.5215647%
246, 0.5141388%
247, 0.5067615%
248, 0.4994324%
249, 0.492151%
250, 0.4849168%
251, 0.4777293%
252, 0.4705882%
253, 0.4634929%
254, 0.456443%
255, 0.4494382%
256, 0.4424778%
257, 0.4355616%
258, 0.4286892%
259, 0.42186%
260, 0.4150737%
261, 0.4083299%
262, 0.4016282%
263, 0.3949682%
264, 0.3883495%
265, 0.3817717%
266, 0.3752345%
267, 0.3687374%
268, 0.3622802%
269, 0.3558624%
270, 0.3494837%
271, 0.3431437%
272, 0.336842%
273, 0.3305785%
274, 0.3243525%
275, 0.318164%
276, 0.3120124%
277, 0.3058975%
278, 0.299819%
279, 0.2937765%
280, 0.2877697%
281, 0.2817983%
282, 0.275862%
283, 0.2699605%
284, 0.2640934%
285, 0.2582605%
286, 0.2524614%
287, 0.246696%
288, 0.2409638%
289, 0.2352646%
290, 0.2295981%
291, 0.2239641%
292, 0.2183622%
293, 0.2127922%
294, 0.2072538%
295, 0.2017468%
296, 0.1962708%
297, 0.1908256%
298, 0.185411%
299, 0.1800267%
300, 0.1746724%
301, 0.1693479%
302, 0.164053%
303, 0.1587874%
304, 0.1535508%
305, 0.148343%
306, 0.1431638%
307, 0.138013%
308, 0.1328903%
309, 0.1277954%
310, 0.1227283%
311, 0.1176885%
312, 0.112676%
313, 0.1076904%
314, 0.1027316%
315, 0.0977994%
316, 0.0928936%
317, 0.0880138%
318, 0.08316%
319, 0.0783319%
320, 0.0735293%
321, 0.0687521%
322, 0.0639999%
323, 0.0592727%
324, 0.0545702%
325, 0.0498922%
326, 0.0452385%
327, 0.040609%
328, 0.0360035%
329, 0.0314217%
330, 0.0268636%
331, 0.0223288%
332, 0.0178173%
333, 0.0133288%
334, 0.0088632%
335, 0.0044203%
336, 0%
